severity,query,num_urls,total_impressions,total_clicks,avg_position,intended_url,actual_winner,is_misaligned,intended_imp,winner_imp,urls
LOW,refrigerator repair upland,1,11,0,29.0,/upland/refrigerator-repair/,/upland/,True,0,11,/upland/::imp=11::pos=29.0::clk=0
LOW,samsung dishwasher repair cost,1,11,0,11.2,/price-list/dishwasher-repair-cost/,/price-list/dishwasher-repair-cost/,False,11,11,/price-list/dishwasher-repair-cost/::imp=11::pos=11.2::clk=0
LOW,sane day ac repair thousand oaks,1,11,0,1.0,/thousand-oaks/,/thousand-oaks/,False,11,11,/thousand-oaks/::imp=11::pos=1.0::clk=0
LOW,smoker bbq repair,1,11,0,14.5,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,11,/services/bbq-grill-repair-los-angeles/::imp=11::pos=14.5::clk=0
LOW,washer belt replacement cost,1,11,0,42.7,/price-list/washer-repair-cost/,/price-list/washer-repair-cost/,False,11,11,/price-list/washer-repair-cost/::imp=11::pos=42.7::clk=0
LOW,washing machine repair pasadena,1,11,0,52.5,/pasadena/washer-repair/,/pasadena/,True,0,11,/pasadena/::imp=11::pos=52.5::clk=0
LOW,ac repair pacific palisades,1,10,0,83.2,/pacific-palisades/,/pacific-palisades/,False,10,10,/pacific-palisades/::imp=10::pos=83.2::clk=0
LOW,air cooler repair,1,10,0,48.3,/,/services/commercial-walk-in-cooler-repair-los-angeles/,True,0,10,/services/commercial-walk-in-cooler-repair-los-angeles/::imp=10::pos=48.3::clk=0
LOW,appliance repair glendale ca,1,10,0,55.8,/glendale/,/glendale/,False,10,10,/glendale/::imp=10::pos=55.8::clk=0
LOW,appliance repair long beach,1,10,0,67.6,/long-beach/,/long-beach/,False,10,10,/long-beach/::imp=10::pos=67.6::clk=0
LOW,barbecue grill repair,1,10,0,30.8,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,10,/services/bbq-grill-repair-los-angeles/::imp=10::pos=30.8::clk=0
LOW,blaze appliance repair service,1,10,0,64.8,/,/outdoor/,True,0,10,/outdoor/::imp=10::pos=64.8::clk=0
LOW,built-in freezer repair,1,10,0,53.4,/services/refrigerator-repair/,/services/built-in-refrigerator-repair/,True,0,10,/services/built-in-refrigerator-repair/::imp=10::pos=53.4::clk=0
LOW,commercial freezer repair,1,10,0,49.8,/commercial/refrigerator-repair/,/commercial/refrigerator-repair/,False,10,10,/commercial/refrigerator-repair/::imp=10::pos=49.8::clk=0
LOW,cost to fix dishwasher,1,10,0,73.5,/price-list/dishwasher-repair-cost/,/price-list/dishwasher-repair-cost/,False,10,10,/price-list/dishwasher-repair-cost/::imp=10::pos=73.5::clk=0
LOW,dishwasher repair burbank,1,10,0,62.2,/burbank/dishwasher-repair/,/burbank/,True,0,10,/burbank/::imp=10::pos=62.2::clk=0
LOW,dryer repair hemet,1,10,0,29.8,/hemet/dryer-repair/,/hemet/,True,0,10,/hemet/::imp=10::pos=29.8::clk=0
LOW,dryer repair monterey,1,10,0,37.8,/services/dryer-repair/,/monterey-park/,True,0,10,/monterey-park/::imp=10::pos=37.8::clk=0
LOW,dryer repair upland,1,10,0,27.7,/upland/dryer-repair/,/upland/,True,0,10,/upland/::imp=10::pos=27.7::clk=0
LOW,garbage disposal fix cost,1,10,0,80.5,/price-list/garbage-disposal-repair-cost/,/price-list/garbage-disposal-repair-cost/,False,10,10,/price-list/garbage-disposal-repair-cost/::imp=10::pos=80.5::clk=0
LOW,garbage disposal repair los angeles ca,2,10,0,64.3,/los-angeles/garbage-disposal-repair/,/price-list/garbage-disposal-repair-cost/,True,0,5,/price-list/garbage-disposal-repair-cost/::imp=5::pos=49.0::clk=0|/services/garbage-disposal-repair/::imp=5::pos=79.6::clk=0
LOW,ge repair laguna niguel,1,10,0,40.8,/brands/ge/,/laguna-niguel/,True,0,10,/laguna-niguel/::imp=10::pos=40.8::clk=0
LOW,hotel appliance repair,1,10,0,28.4,/,/for-business/hotels/,True,0,10,/for-business/hotels/::imp=10::pos=28.4::clk=0
LOW,lake sherwood hvac repair & installation,1,10,0,11.7,/,/thousand-oaks/,True,0,10,/thousand-oaks/::imp=10::pos=11.7::clk=0
LOW,lg appliance repair service,1,10,0,77.0,/brands/lg/,/brands/lg/,False,10,10,/brands/lg/::imp=10::pos=77.0::clk=0
LOW,oven repair san bernardino ca,2,10,0,51.6,/san-bernardino/oven-repair/,/san-bernardino-county/,True,0,5,/san-bernardino-county/::imp=5::pos=53.0::clk=0|/san-bernardino/::imp=5::pos=50.2::clk=0
LOW,range hood repair cost,1,10,0,11.2,/price-list/range-hood-repair-cost/,/price-list/range-hood-repair-cost/,False,10,10,/price-list/range-hood-repair-cost/::imp=10::pos=11.2::clk=0
LOW,residential refrigerator repair monterey,1,10,0,43.5,/services/refrigerator-repair/,/monterey-park/,True,0,10,/monterey-park/::imp=10::pos=43.5::clk=0
LOW,stove repair woodland hills,1,10,0,78.1,/woodland-hills/oven-repair/,/woodland-hills/,True,0,10,/woodland-hills/::imp=10::pos=78.1::clk=0
LOW,thousand oaks fridge repair,1,10,0,25.5,/thousand-oaks/refrigerator-repair/,/thousand-oaks/,True,0,10,/thousand-oaks/::imp=10::pos=25.5::clk=0
LOW,thousand oaks refrigerator repair,1,10,0,38.3,/thousand-oaks/refrigerator-repair/,/thousand-oaks/,True,0,10,/thousand-oaks/::imp=10::pos=38.3::clk=0
LOW,walk in freezer repair springdale,1,10,0,48.6,/services/refrigerator-repair/,/,True,0,10,/::imp=10::pos=48.6::clk=0
LOW,wine cellar cooling unit repair near me,2,10,0,58.6,/services/wine-cellar-cooling-repair/,/price-list/wine-cellar-repair-cost/,True,0,5,/price-list/wine-cellar-repair-cost/::imp=5::pos=49.4::clk=0|/temecula/::imp=5::pos=67.8::clk=0
LOW,appliance repair riverside,1,9,0,56.1,/riverside/,/riverside/,False,9,9,/riverside/::imp=9::pos=56.1::clk=0
LOW,appliance repair service near me,1,9,0,18.2,/,/pasadena/,True,0,9,/pasadena/::imp=9::pos=18.2::clk=0
LOW,appliance repair tarzana,1,9,0,43.9,/tarzana/,/tarzana/,False,9,9,/tarzana/::imp=9::pos=43.9::clk=0
LOW,appliance repair upland ca,1,9,0,26.6,/upland/,/upland/,False,9,9,/upland/::imp=9::pos=26.6::clk=0
LOW,barbecue grill repair service,1,9,0,58.4,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,9,/services/bbq-grill-repair-los-angeles/::imp=9::pos=58.4::clk=0
LOW,barbecues repair,1,9,0,39.9,/,/services/bbq-grill-repair-los-angeles/,True,0,9,/services/bbq-grill-repair-los-angeles/::imp=9::pos=39.9::clk=0
LOW,clothes dryer repair cost,1,9,0,29.6,/price-list/dryer-repair-cost/,/price-list/dryer-repair-cost/,False,9,9,/price-list/dryer-repair-cost/::imp=9::pos=29.6::clk=0
LOW,commercial appliance repair rancho cucamonga,1,9,0,36.1,/rancho-cucamonga/,/rancho-cucamonga/,False,9,9,/rancho-cucamonga/::imp=9::pos=36.1::clk=0
LOW,commercial freezer repair near me,1,9,0,39.7,/commercial/refrigerator-repair/,/services/commercial-freezer-repair-los-angeles/,True,0,9,/services/commercial-freezer-repair-los-angeles/::imp=9::pos=39.7::clk=0
LOW,commercial refrigeration repair los angeles ca,1,9,0,62.8,/los-angeles/,/commercial/refrigeration/,True,0,9,/commercial/refrigeration/::imp=9::pos=62.8::clk=0
LOW,cooler repair,1,9,0,56.8,/,/services/commercial-walk-in-cooler-repair-los-angeles/,True,0,9,/services/commercial-walk-in-cooler-repair-los-angeles/::imp=9::pos=56.8::clk=0
LOW,cost to fix a water heater,1,9,0,96.4,/,/price-list/water-heater-repair-cost/,True,0,9,/price-list/water-heater-repair-cost/::imp=9::pos=96.4::clk=0
LOW,dish washer repair brentwood,1,9,0,56.4,/brentwood/washer-repair/,/brentwood/,True,0,9,/brentwood/::imp=9::pos=56.4::clk=0
LOW,dishwasher repair rancho cucamonga,1,9,0,29.7,/rancho-cucamonga/dishwasher-repair/,/rancho-cucamonga/,True,0,9,/rancho-cucamonga/::imp=9::pos=29.7::clk=0
LOW,dryer vent repair cost,1,9,0,33.2,/price-list/dryer-vent-repair-cost/,/price-list/dryer-vent-repair-cost/,False,9,9,/price-list/dryer-vent-repair-cost/::imp=9::pos=33.2::clk=0
LOW,fireplace repair koreatown,1,9,0,27.8,/outdoor/fireplace-repair/,/koreatown/,True,0,9,/koreatown/::imp=9::pos=27.8::clk=0
LOW,food processor repair,1,9,0,31.3,/,/commercial/food-processor-repair/,True,0,9,/commercial/food-processor-repair/::imp=9::pos=31.3::clk=0
LOW,ghost kitchen equipment repair,1,9,0,34.7,/,/for-business/restaurants/,True,0,9,/for-business/restaurants/::imp=9::pos=34.7::clk=0
LOW,ice maker repair laguna niguel,1,9,0,47.0,/laguna-niguel/ice-maker-repair/,/laguna-niguel/,True,0,9,/laguna-niguel/::imp=9::pos=47.0::clk=0
LOW,kenmore coldspot refrigerator repair,1,9,0,45.3,/brands/kenmore-refrigerator-repair/,/brands/kenmore/kenmore-refrigerator-repair/,True,0,9,/brands/kenmore/kenmore-refrigerator-repair/::imp=9::pos=45.3::clk=0
LOW,lg gas dryer repair,1,9,0,42.9,/brands/lg-dryer-repair/,/brands/lg/,True,0,9,/brands/lg/::imp=9::pos=42.9::clk=0
LOW,thermostat replacement hemet ca,1,9,0,25.1,/,/hemet/,True,0,9,/hemet/::imp=9::pos=25.1::clk=0
LOW,thousand oaks freezer repair,1,9,0,7.4,/thousand-oaks/refrigerator-repair/,/thousand-oaks/,True,0,9,/thousand-oaks/::imp=9::pos=7.4::clk=0
LOW,thousand oaks oven repair,1,9,0,39.1,/thousand-oaks/oven-repair/,/thousand-oaks/,True,0,9,/thousand-oaks/::imp=9::pos=39.1::clk=0
LOW,weber barbecue repair,1,9,0,19.6,/,/services/bbq-grill-repair-los-angeles/,True,0,9,/services/bbq-grill-repair-los-angeles/::imp=9::pos=19.6::clk=0
LOW,wine cellar condenser repair,1,9,0,20.7,/services/wine-cellar-cooling-repair/,/services/wine-cooler-repair-los-angeles/,True,0,9,/services/wine-cooler-repair-los-angeles/::imp=9::pos=20.7::clk=0
LOW,wine cellar refrigeration repair,1,9,0,69.8,/services/wine-cellar-cooling-repair/,/services/wine-cellar-cooling-repair/,False,9,9,/services/wine-cellar-cooling-repair/::imp=9::pos=69.8::clk=0
LOW,wine cellar servicing,1,9,0,19.9,/services/wine-cellar-cooling-repair/,/services/wine-cellar-repair-los-angeles/,True,0,9,/services/wine-cellar-repair-los-angeles/::imp=9::pos=19.9::clk=0
LOW,24 hour freezer repair,1,8,0,44.1,/services/refrigerator-repair/,/los-angeles/,True,0,8,/los-angeles/::imp=8::pos=44.1::clk=0
LOW,ammonia refrigeration repair california,1,8,0,84.0,/,/services/outdoor-refrigerator-repair/,True,0,8,/services/outdoor-refrigerator-repair/::imp=8::pos=84.0::clk=0
LOW,appliance fontana california,1,8,0,83.2,/fontana/,/fontana/,False,8,8,/fontana/::imp=8::pos=83.2::clk=0
LOW,appliance repair business insurance,1,8,0,67.2,/,/credentials/insured/,True,0,8,/credentials/insured/::imp=8::pos=67.2::clk=0
LOW,appliance repair calabasas ca,1,8,0,50.4,/calabasas/,/calabasas/,False,8,8,/calabasas/::imp=8::pos=50.4::clk=0
LOW,appliance repair port hueneme ca,1,8,0,37.0,/,/oxnard/,True,0,8,/oxnard/::imp=8::pos=37.0::clk=0
LOW,avantco oven repair,1,8,0,58.4,/services/oven-repair/,/commercial/oven-repair/,True,0,8,/commercial/oven-repair/::imp=8::pos=58.4::clk=0
LOW,bel air appliance repair,1,8,0,40.9,/bel-air/,/bel-air/,False,8,8,/bel-air/::imp=8::pos=40.9::clk=0
LOW,brentwood appliance repair,1,8,0,59.9,/brentwood/,/brentwood/,False,8,8,/brentwood/::imp=8::pos=59.9::clk=0
LOW,built-in grill repair,1,8,0,23.1,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,8,/services/bbq-grill-repair-los-angeles/::imp=8::pos=23.1::clk=0
LOW,capital barbecue repair,1,8,0,22.6,/,/services/bbq-grill-repair-los-angeles/,True,0,8,/services/bbq-grill-repair-los-angeles/::imp=8::pos=22.6::clk=0
LOW,champion dishwasher repair,1,8,0,14.2,/brands/champion-dishwasher-repair-dishwasher-repair/,/brands/champion-dishwasher-repair/,True,0,8,/brands/champion-dishwasher-repair/::imp=8::pos=14.2::clk=0
LOW,commercial dishwasher service,1,8,0,29.4,/commercial/dishwasher-repair/,/services/commercial-dishwasher-repair-los-angeles/,True,0,8,/services/commercial-dishwasher-repair-los-angeles/::imp=8::pos=29.4::clk=0
LOW,cost of refrigerator compressor repair,1,8,0,73.5,/price-list/refrigerator-repair-cost/,/price-list/refrigerator-repair-cost/,False,8,8,/price-list/refrigerator-repair-cost/::imp=8::pos=73.5::clk=0
LOW,cost to repair a water heater,1,8,0,96.2,/,/price-list/water-heater-repair-cost/,True,0,8,/price-list/water-heater-repair-cost/::imp=8::pos=96.2::clk=0
LOW,dishwasher repair and maintenance services market,1,8,0,90.8,/services/dishwasher-repair/,/price-list/,True,0,8,/price-list/::imp=8::pos=90.8::clk=0
LOW,dryer repair brentwood,1,8,0,59.1,/brentwood/dryer-repair/,/brentwood/,True,0,8,/brentwood/::imp=8::pos=59.1::clk=0
LOW,electric oven repair cost,1,8,0,21.5,/price-list/oven-repair-cost/,/price-list/oven-repair-cost/,False,8,8,/price-list/oven-repair-cost/::imp=8::pos=21.5::clk=0
LOW,fisher & paykel dishwasher repair,1,8,0,63.9,/services/dishwasher-repair/,/brands/fisher-paykel-dishwasher-repair/,True,0,8,/brands/fisher-paykel-dishwasher-repair/::imp=8::pos=63.9::clk=0
LOW,fix my barbecue,1,8,0,21.4,/,/services/bbq-grill-repair-los-angeles/,True,0,8,/services/bbq-grill-repair-los-angeles/::imp=8::pos=21.4::clk=0
LOW,fix my barbecue grill,1,8,0,24.0,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,8,/services/bbq-grill-repair-los-angeles/::imp=8::pos=24.0::clk=0
LOW,freestanding grill repair,1,8,0,36.6,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,8,/services/bbq-grill-repair-los-angeles/::imp=8::pos=36.6::clk=0
LOW,freezer box repair,1,8,0,33.9,/services/refrigerator-repair/,/services/freezer-repair-los-angeles/,True,0,8,/services/freezer-repair-los-angeles/::imp=8::pos=33.9::clk=0
LOW,hood fan repair,1,8,0,57.8,/,/services/range-hood-repair/,True,0,8,/services/range-hood-repair/::imp=8::pos=57.8::clk=0
LOW,ice maker repair riverside,1,8,0,17.4,/riverside/ice-maker-repair/,/riverside/,True,0,8,/riverside/::imp=8::pos=17.4::clk=0
LOW,kitchen repairs ventura ca,1,8,0,51.6,/ventura/,/ventura/,False,8,8,/ventura/::imp=8::pos=51.6::clk=0
LOW,laundromat appliance repair,1,8,0,51.5,/,/commercial/washer-repair/,True,0,8,/commercial/washer-repair/::imp=8::pos=51.5::clk=0
LOW,lg freezer repair,1,8,0,63.2,/brands/lg-freezer-repair-refrigerator-repair/,/brands/lg/,True,0,8,/brands/lg/::imp=8::pos=63.2::clk=0
LOW,lg refrigerator repairs,1,8,0,74.6,/brands/lg-refrigerator-repair/,/brands/lg/,True,0,8,/brands/lg/::imp=8::pos=74.6::clk=0
LOW,liebherr freezer repair,1,8,0,53.4,/brands/liebherr-refrigerator-repair/,/brands/liebherr/,True,0,8,/brands/liebherr/::imp=8::pos=53.4::clk=0
LOW,maytag repair costa mesa,1,8,0,41.8,/brands/maytag/,/costa-mesa/,True,0,8,/costa-mesa/::imp=8::pos=41.8::clk=0
LOW,oven repair temecula,1,8,0,48.0,/temecula/oven-repair/,/temecula/,True,0,8,/temecula/::imp=8::pos=48.0::clk=0
LOW,refrigerator commercial repair,1,8,0,60.9,/commercial/refrigerator-repair/,/commercial/refrigerator-repair/,False,8,8,/commercial/refrigerator-repair/::imp=8::pos=60.9::clk=0
LOW,refrigerator repair pasadena ca,1,8,0,21.1,/pasadena/refrigerator-repair/,/pasadena/,True,0,8,/pasadena/::imp=8::pos=21.1::clk=0
LOW,refrigerator repair rancho cucamonga,1,8,0,43.6,/rancho-cucamonga/refrigerator-repair/,/rancho-cucamonga/,True,0,8,/rancho-cucamonga/::imp=8::pos=43.6::clk=0
LOW,refrigerator repair thousand oaks,1,8,0,32.8,/thousand-oaks/refrigerator-repair/,/thousand-oaks/,True,0,8,/thousand-oaks/::imp=8::pos=32.8::clk=0
LOW,refrigerator repair west hollywood,1,8,0,16.0,/hollywood/refrigerator-repair/,/west-hollywood/,True,0,8,/west-hollywood/::imp=8::pos=16.0::clk=0
LOW,same day appliance inc,1,8,0,8.4,/,/,False,8,8,/::imp=8::pos=8.4::clk=0
LOW,samsung washer repair laguna niguel,1,8,0,47.6,/brands/samsung-washer-repair-washer-repair/,/laguna-niguel/,True,0,8,/laguna-niguel/::imp=8::pos=47.6::clk=0
LOW,stove repair los angeles,1,8,0,45.2,/los-angeles/oven-repair/,/services/stove-repair/,True,0,8,/services/stove-repair/::imp=8::pos=45.2::clk=0
LOW,thermostat installation hemet ca,1,8,0,48.5,/,/hemet/,True,0,8,/hemet/::imp=8::pos=48.5::clk=0
LOW,traulsen appliance repair,1,8,0,13.0,/brands/traulsen/,/traulsen-refrigeration-repair/,True,0,8,/traulsen-refrigeration-repair/::imp=8::pos=13.0::clk=0
LOW,upright freezer repair,1,8,0,54.6,/services/refrigerator-repair/,/services/freezer-repair/,True,0,8,/services/freezer-repair/::imp=8::pos=54.6::clk=0
LOW,walk-in freezer repair arlington,1,8,0,67.1,/services/refrigerator-repair/,/,True,0,8,/::imp=8::pos=67.1::clk=0
LOW,wall mounted heater repair,1,8,0,61.2,/,/services/wall-heater-repair-los-angeles/,True,0,8,/services/wall-heater-repair-los-angeles/::imp=8::pos=61.2::clk=0
LOW,weber bbq repair,1,8,0,21.0,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,8,/services/bbq-grill-repair-los-angeles/::imp=8::pos=21.0::clk=0
LOW,west hills stove repair,1,8,0,60.2,/services/oven-repair/,/west-hollywood/,True,0,8,/west-hollywood/::imp=8::pos=60.2::clk=0
LOW,wine cellar refrigeration service,1,8,0,75.0,/services/wine-cellar-cooling-repair/,/services/wine-cellar-cooling-repair/,False,8,8,/services/wine-cellar-cooling-repair/::imp=8::pos=75.0::clk=0
LOW,wine chiller repair,1,8,0,67.2,/,/services/wine-cooler-repair/,True,0,8,/services/wine-cooler-repair/::imp=8::pos=67.2::clk=0
LOW,woodland hills emergancy appliance repair,1,8,0,74.9,/woodland-hills/,/woodland-hills/,False,8,8,/woodland-hills/::imp=8::pos=74.9::clk=0
LOW,appliance repair lake elsinore,1,7,0,35.9,/lake-elsinore/,/lake-elsinore/,False,7,7,/lake-elsinore/::imp=7::pos=35.9::clk=0
LOW,appliance repair technician​,1,7,0,23.9,/,/west-hollywood/,True,0,7,/west-hollywood/::imp=7::pos=23.9::clk=0
LOW,appliance repair west hills,1,7,0,59.1,/,/west-hollywood/,True,0,7,/west-hollywood/::imp=7::pos=59.1::clk=0
LOW,average dishwasher repair cost 2026,1,7,0,12.0,/price-list/dishwasher-repair-cost/,/price-list/dishwasher-repair-cost/,False,7,7,/price-list/dishwasher-repair-cost/::imp=7::pos=12.0::clk=0
LOW,barbecue grill repair in southern california,1,7,0,41.6,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,7,/services/bbq-grill-repair-los-angeles/::imp=7::pos=41.6::clk=0
LOW,barbecue restoration,1,7,0,24.1,/,/services/bbq-grill-repair-los-angeles/,True,0,7,/services/bbq-grill-repair-los-angeles/::imp=7::pos=24.1::clk=0
LOW,barbeque repair,1,7,0,37.6,/,/services/bbq-grill-repair-los-angeles/,True,0,7,/services/bbq-grill-repair-los-angeles/::imp=7::pos=37.6::clk=0
LOW,bosch appliance repair brentwood,1,7,0,43.6,/brands/bosch/,/brentwood/,True,0,7,/brentwood/::imp=7::pos=43.6::clk=0
LOW,bosch dishwasher door spring repair cost,1,7,0,7.1,/price-list/dishwasher-repair-cost/,/price-list/dishwasher-repair-cost/,False,7,7,/price-list/dishwasher-repair-cost/::imp=7::pos=7.1::clk=0
LOW,built-in fridge repair,1,7,0,66.1,/services/refrigerator-repair/,/services/built-in-refrigerator-repair/,True,0,7,/services/built-in-refrigerator-repair/::imp=7::pos=66.1::clk=0
LOW,charcoal bbq repair,1,7,0,17.3,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,7,/services/bbq-grill-repair-los-angeles/::imp=7::pos=17.3::clk=0
LOW,commercial appliance repair,1,7,0,3.9,/,/west-hollywood/,True,0,7,/west-hollywood/::imp=7::pos=3.9::clk=0
LOW,commercial ice machine repair cost average,1,7,0,5.4,/commercial/ice-machine-repair/,/price-list/commercial-ice-machine-repair-cost/,True,0,7,/price-list/commercial-ice-machine-repair-cost/::imp=7::pos=5.4::clk=0
LOW,commercial kitchen ventilation repairs cost,1,7,0,7.9,/,/price-list/commercial-exhaust-hood-repair-cost/,True,0,7,/price-list/commercial-exhaust-hood-repair-cost/::imp=7::pos=7.9::clk=0
LOW,commercial laundry repair service,1,7,0,47.6,/,/commercial/washer-repair/,True,0,7,/commercial/washer-repair/::imp=7::pos=47.6::clk=0
LOW,commercial oven repair,1,7,0,71.6,/commercial/oven-repair/,/commercial/oven-repair/,False,7,7,/commercial/oven-repair/::imp=7::pos=71.6::clk=0
LOW,commercial refrigeration service rates,1,7,0,15.0,/,/price-list/commercial-refrigerator-repair-cost/,True,0,7,/price-list/commercial-refrigerator-repair-cost/::imp=7::pos=15.0::clk=0
LOW,commercial refrigerator repair los angeles,1,7,0,63.0,/commercial/refrigerator-repair/,/commercial/refrigeration/,True,0,7,/commercial/refrigeration/::imp=7::pos=63.0::clk=0
LOW,cost air conditioner repair,1,7,0,62.0,/,/price-list/air-conditioner-repair-cost/,True,0,7,/price-list/air-conditioner-repair-cost/::imp=7::pos=62.0::clk=0
LOW,dishwasher repair laguna niguel,1,7,0,46.0,/laguna-niguel/dishwasher-repair/,/laguna-niguel/,True,0,7,/laguna-niguel/::imp=7::pos=46.0::clk=0
LOW,fireplace repair,1,7,0,14.7,/outdoor/fireplace-repair/,/services/fireplace-repair-los-angeles/,True,0,7,/services/fireplace-repair-los-angeles/::imp=7::pos=14.7::clk=0
LOW,fisher paykel dishwasher repair,1,7,0,70.4,/brands/fisher-paykel-dishwasher-repair-dishwasher-repair/,/brands/fisher-paykel-dishwasher-repair/,True,0,7,/brands/fisher-paykel-dishwasher-repair/::imp=7::pos=70.4::clk=0
LOW,fisher paykel oven repair,1,7,0,51.6,/brands/fisher-paykel-oven-repair-oven-repair/,/brands/fisher-paykel-oven-repair/,True,0,7,/brands/fisher-paykel-oven-repair/::imp=7::pos=51.6::clk=0
LOW,fridge repair in woodland hills,1,7,0,87.6,/woodland-hills/refrigerator-repair/,/woodland-hills/,True,0,7,/woodland-hills/::imp=7::pos=87.6::clk=0
LOW,ge cafe refrigerator repair,1,7,0,26.4,/brands/ge-cafe-refrigerator-repair-refrigerator-repair/,/brands/ge-cafe/,True,0,7,/brands/ge-cafe/::imp=7::pos=26.4::clk=0
LOW,ge repair mission viejo,1,7,0,45.7,/brands/ge/,/mission-viejo/,True,0,7,/mission-viejo/::imp=7::pos=45.7::clk=0
LOW,heat pump service cost,1,7,0,66.3,/,/price-list/heat-pump-repair-cost/,True,0,7,/price-list/heat-pump-repair-cost/::imp=7::pos=66.3::clk=0
LOW,hollywood home appliance repair,1,7,0,72.0,/hollywood/,/hollywood/,False,7,7,/hollywood/::imp=7::pos=72.0::clk=0
LOW,how much does it cost to repair a dryer,1,7,0,51.7,/price-list/dryer-repair-cost/,/price-list/dryer-repair-cost/,False,7,7,/price-list/dryer-repair-cost/::imp=7::pos=51.7::clk=0
LOW,huntington beach washing machine repair,1,7,0,65.4,/huntington-beach/washer-repair/,/huntington-beach/,True,0,7,/huntington-beach/::imp=7::pos=65.4::clk=0
LOW,"hvac services in pacific palisades, ca",1,7,0,84.6,/,/pacific-palisades/,True,0,7,/pacific-palisades/::imp=7::pos=84.6::clk=0
LOW,lg microwave oven repair,1,7,0,61.6,/brands/lg-microwave-repair/,/brands/lg/,True,0,7,/brands/lg/::imp=7::pos=61.6::clk=0
LOW,lg washer repair los angeles,1,7,0,42.6,/brands/lg-washer-repair-washer-repair/,/brands/lg/,True,0,7,/brands/lg/::imp=7::pos=42.6::clk=0
LOW,liebherr fridge repair,1,7,0,66.9,/brands/liebherr-refrigerator-repair/,/brands/liebherr/,True,0,7,/brands/liebherr/::imp=7::pos=66.9::clk=0
LOW,liebherr refrigerator repair,1,7,0,69.6,/brands/liebherr-refrigerator-repair-refrigerator-repair/,/brands/liebherr/,True,0,7,/brands/liebherr/::imp=7::pos=69.6::clk=0
LOW,los angeles heater repair,1,7,0,50.1,/los-angeles/,/services/wall-heater-repair-los-angeles/,True,0,7,/services/wall-heater-repair-los-angeles/::imp=7::pos=50.1::clk=0
LOW,margarita machine repair,1,7,0,85.6,/,/commercial/ice-machines/,True,0,7,/commercial/ice-machines/::imp=7::pos=85.6::clk=0
LOW,refrigerator repair costa mesa,1,7,0,70.0,/price-list/refrigerator-repair-cost/,/costa-mesa/,True,0,7,/costa-mesa/::imp=7::pos=70.0::clk=0
LOW,refrigerator repair hemet ca,1,7,0,31.4,/hemet/refrigerator-repair/,/hemet/,True,0,7,/hemet/::imp=7::pos=31.4::clk=0
LOW,repair kenmore refrigerator,1,7,0,48.6,/brands/kenmore-refrigerator-repair/,/brands/kenmore/kenmore-refrigerator-repair/,True,0,7,/brands/kenmore/kenmore-refrigerator-repair/::imp=7::pos=48.6::clk=0
LOW,restaurant dishwasher repair,1,7,0,45.7,/services/dishwasher-repair/,/services/commercial-dishwasher-repair-los-angeles/,True,0,7,/services/commercial-dishwasher-repair-los-angeles/::imp=7::pos=45.7::clk=0
LOW,samsung dryer squeaking repair cost,1,7,0,25.3,/price-list/dryer-repair-cost/,/price-list/dryer-repair-cost/,False,7,7,/price-list/dryer-repair-cost/::imp=7::pos=25.3::clk=0
LOW,samsung refrigerator repair laguna niguel,1,7,0,48.9,/brands/samsung-refrigerator-repair-refrigerator-repair/,/laguna-niguel/,True,0,7,/laguna-niguel/::imp=7::pos=48.9::clk=0
LOW,servicing wine cellar los angeles ca,1,7,0,28.6,/los-angeles/wine-cellar-cooling-repair/,/services/wine-cellar-repair-los-angeles/,True,0,7,/services/wine-cellar-repair-los-angeles/::imp=7::pos=28.6::clk=0
LOW,sub zero refrigerator repair los angeles,1,7,0,61.7,/brands/sub-zero-refrigerator-repair-refrigerator-repair/,/brands/sub-zero/,True,0,7,/brands/sub-zero/::imp=7::pos=61.7::clk=0
LOW,undercounter freezer repair,1,7,0,40.4,/services/refrigerator-repair/,/services/refrigerator-repair/,False,7,7,/services/refrigerator-repair/::imp=7::pos=40.4::clk=0
LOW,walk in cooler repair reno nv,1,7,0,65.3,/commercial/walk-in-cooler-repair/,/commercial/refrigeration/walk-in-cooler-repair/,True,0,7,/commercial/refrigeration/walk-in-cooler-repair/::imp=7::pos=65.3::clk=0
LOW,walk in freezer repair los angeles,1,7,0,61.6,/los-angeles/refrigerator-repair/,/,True,0,7,/::imp=7::pos=61.6::clk=0
LOW,walk-in cooler repair arlington,1,7,0,63.6,/commercial/walk-in-cooler-repair/,/,True,0,7,/::imp=7::pos=63.6::clk=0
LOW,wall heater service,1,7,0,46.6,/,/services/wall-heater-repair-los-angeles/,True,0,7,/services/wall-heater-repair-los-angeles/::imp=7::pos=46.6::clk=0
